CCN,Facility Name,Address,City,State,ZIP Code,County/Parish,Telephone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for birthing friendly designation,Hospital_overall_rating,Hospital overall rating footnote,MORT Group Measure Count,Count of Facility MORT Measures,Count of MORT Measures Better,Count of MORT Measures No Different,Count of MORT Measures Worse,MORT Group Footnote,Safety Group Measure Count,Count of Facility Safety Measures,Count of Safety Measures Better,Count of Safety Measures No Different,Count of Safety Measures Worse,Safety Group Footnote,READM Group Measure Count,Count of Facility READM Measures,Count of READM Measures Better,Count of READM Measures No Different,Count of READM Measures Worse,READM Group Footnote,Pt Exp Group Measure Count,Count of Facility Pt Exp Measures,Pt Exp Group Footnote,TE Group Measure Count,Count of Facility TE Measures,TE Group Footnote,MSPB_Ratio,Total_Performance_Score,Domain_Clinical_Score,Domain_Safety_Score,Domain_Engagement_Score,Domain_Efficiency_Score,HCAHPS_H_CLEAN_HSP_A_P,HCAHPS_H_CLEAN_HSP_SN_P,HCAHPS_H_CLEAN_HSP_U_P,HCAHPS_H_CLEAN_LINEAR_SCORE,HCAHPS_H_CLEAN_STAR_RATING,HCAHPS_H_COMP_1_A_P,HCAHPS_H_COMP_1_LINEAR_SCORE,HCAHPS_H_COMP_1_SN_P,HCAHPS_H_COMP_1_STAR_RATING,HCAHPS_H_COMP_1_U_P,HCAHPS_H_COMP_2_A_P,HCAHPS_H_COMP_2_LINEAR_SCORE,HCAHPS_H_COMP_2_SN_P,HCAHPS_H_COMP_2_STAR_RATING,HCAHPS_H_COMP_2_U_P,HCAHPS_H_COMP_5_A_P,HCAHPS_H_COMP_5_LINEAR_SCORE,HCAHPS_H_COMP_5_SN_P,HCAHPS_H_COMP_5_STAR_RATING,HCAHPS_H_COMP_5_U_P,HCAHPS_H_COMP_6_LINEAR_SCORE,HCAHPS_H_COMP_6_N_P,HCAHPS_H_COMP_6_STAR_RATING,HCAHPS_H_COMP_6_Y_P,HCAHPS_H_DISCH_HELP_N_P,HCAHPS_H_DISCH_HELP_Y_P,HCAHPS_H_DOCTOR_EXPLAIN_A_P,HCAHPS_H_DOCTOR_EXPLAIN_SN_P,HCAHPS_H_DOCTOR_EXPLAIN_U_P,HCAHPS_H_DOCTOR_LISTEN_A_P,HCAHPS_H_DOCTOR_LISTEN_SN_P,HCAHPS_H_DOCTOR_LISTEN_U_P,HCAHPS_H_DOCTOR_RESPECT_A_P,HCAHPS_H_DOCTOR_RESPECT_SN_P,HCAHPS_H_DOCTOR_RESPECT_U_P,HCAHPS_H_HSP_RATING_0_6,HCAHPS_H_HSP_RATING_7_8,HCAHPS_H_HSP_RATING_9_10,HCAHPS_H_HSP_RATING_LINEAR_SCORE,HCAHPS_H_HSP_RATING_STAR_RATING,HCAHPS_H_MED_FOR_A_P,HCAHPS_H_MED_FOR_SN_P,HCAHPS_H_MED_FOR_U_P,HCAHPS_H_NURSE_EXPLAIN_A_P,HCAHPS_H_NURSE_EXPLAIN_SN_P,HCAHPS_H_NURSE_EXPLAIN_U_P,HCAHPS_H_NURSE_LISTEN_A_P,HCAHPS_H_NURSE_LISTEN_SN_P,HCAHPS_H_NURSE_LISTEN_U_P,HCAHPS_H_NURSE_RESPECT_A_P,HCAHPS_H_NURSE_RESPECT_SN_P,HCAHPS_H_NURSE_RESPECT_U_P,HCAHPS_H_QUIET_HSP_A_P,HCAHPS_H_QUIET_HSP_SN_P,HCAHPS_H_QUIET_HSP_U_P,HCAHPS_H_QUIET_LINEAR_SCORE,HCAHPS_H_QUIET_STAR_RATING,HCAHPS_H_RECMND_DN,HCAHPS_H_RECMND_DY,HCAHPS_H_RECMND_LINEAR_SCORE,HCAHPS_H_RECMND_PY,HCAHPS_H_RECMND_STAR_RATING,HCAHPS_H_SIDE_EFFECTS_A_P,HCAHPS_H_SIDE_EFFECTS_SN_P,HCAHPS_H_SIDE_EFFECTS_U_P,HCAHPS_H_STAR_RATING,HCAHPS_H_SYMPTOMS_N_P,HCAHPS_H_SYMPTOMS_Y_P,Readmission_EDAC_30_AMI,Readmission_EDAC_30_HF,Readmission_EDAC_30_PN,Readmission_READM_30_AMI,Readmission_READM_30_CABG,Readmission_READM_30_COPD,Readmission_READM_30_HF,Readmission_READM_30_HIP_KNEE,Readmission_READM_30_PN,Payment_Adjustment_Percent,Cluster_Label
180009,KING'S DAUGHTERS' MEDICAL CENTER,2201 LEXINGTON AVENUE,ASHLAND,KY,41101,BOYD,(606) 408-4401,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,8,1,7,0,,8,7,1,6,0,,11,11,0,10,1,,15,15,,10,10,,1.00,22.833333333333,4.583333333333,5.000000000000,10.750000000000,2.500000000000,69,9,22,,,81,,4,,15,79,,5,,16,57,,26,,17,,14,,86,16,84,73,7,20,77,5,18,87,2,11,8,22,70,,,68,12,20,74,6,20,80,5,15,87,2,11,67,7,26,,,7,68,,25,,47,39,14,,13,87,6.7,-6.3,39.1,13.4,10.6,18.5,18.9,5.4,17.7,-0.9319,Emerging Performers
180010,SAINT JOSEPH HOSPITAL,ONE SAINT JOSEPH DRIVE,LEXINGTON,KY,40504,FAYETTE,(859) 313-1000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,3,,8,8,1,6,1,,8,7,3,3,1,,11,9,0,6,3,,15,15,,10,8,,1.00,25.666666666667,7.000000000000,9.166666666667,9.500000000000,0.000000000000,61,15,24,,,75,,5,,20,77,,6,,17,57,,24,,19,,16,,84,20,80,73,9,18,75,6,19,84,5,11,12,24,64,,,69,13,18,69,7,24,72,6,22,83,3,14,58,10,32,,,10,64,,26,,44,36,20,,11,89,16,17,47.2,14,10.5,18.4,21.8,5.2,17.2,-0.5492,Low Value
180011,SAINT JOSEPH LONDON,1001 SAINT JOSEPH LANE,LONDON,KY,40741,LAUREL,(606) 330-6000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,7,0,7,0,,8,6,1,5,0,,11,10,0,9,1,,15,15,,10,10,,0.93,45.750000000000,3.750000000000,13.500000000000,16.000000000000,12.500000000000,71,10,19,,,84,,5,,11,83,,4,,13,65,,19,,16,,14,,86,17,83,79,5,16,81,5,14,88,2,10,7,16,77,,,77,10,13,80,6,14,83,5,12,89,3,8,68,6,26,,,5,73,,22,,53,28,19,,11,89,-9.4,57.8,12,13.4,,18.8,21.5,5.3,15.6,1.5675,High Value
180012,BAPTIST HEALTH HARDIN,913 NORTH DIXIE AVENUE,ELIZABETHTOWN,KY,42701,HARDIN,(270) 737-1212,Acute Care Hospitals,Government - Local,Yes,,3,,8,7,0,7,0,,8,7,2,5,0,,11,9,0,8,1,,15,15,,10,10,,1.03,25.250000000000,2.500000000000,11.250000000000,9.000000000000,2.500000000000,71,7,22,,,82,,4,,14,81,,4,,15,64,,19,,17,,13,,87,13,87,75,6,19,81,5,14,88,2,10,6,25,69,,,78,9,13,77,5,18,81,4,15,90,2,8,58,11,31,,,5,69,,26,,51,28,21,,13,87,-7.4,-6.3,27.7,13.3,,18.8,18.9,,18.1,-0.603,Average Performers
180013,THE MEDICAL CENTER (BOWLING GREEN),250 PARK STREET,BOWLING GREEN,KY,42101,WARREN,(270) 745-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,8,8,0,6,2,,8,6,1,5,0,,11,10,1,8,1,,15,15,,10,10,,1.06,10.916666666667,0.500000000000,5.416666666667,5.000000000000,0.000000000000,69,8,23,,,74,,4,,22,72,,6,,22,54,,27,,19,,13,,87,16,84,66,7,27,71,7,22,80,4,16,8,28,64,,,66,18,16,68,5,27,70,5,25,84,3,13,54,11,35,,,4,70,,26,,41,35,24,,11,89,13.4,-1.8,-24.2,14.6,9.4,18.1,19,,13.7,-1.9494,Emerging Performers
180016,UOFL HEALTH - SHELBYVILLE HOSPITAL,727 HOSPITAL DRIVE,SHELBYVILLE,KY,40065,SHELBY,(502) 647-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,,8,3,0,3,0,,8,2,0,2,0,,11,6,1,4,1,,15,15,,10,8,,0.92,31.250000000000,0.000000000000,12.500000000000,6.250000000000,12.500000000000,70,7,23,,,77,,4,,19,79,,7,,14,51,,27,,22,,12,,88,10,90,70,7,23,81,9,10,85,5,10,8,28,64,,,61,15,24,76,5,19,75,5,20,81,2,17,65,7,28,,,8,64,,28,,41,39,20,,14,86,,44.3,-22.3,,,17.9,19.7,,14.9,0.284,Average Performers
180017,T J SAMSON COMMUNITY HOSPITAL,1301 NORTH RACE STREET,GLASGOW,KY,42141,BARREN,(270) 651-4159,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,,8,6,0,5,1,,8,6,2,4,0,,11,10,1,7,2,,15,15,,10,10,,1.06,36.125000000000,3.125000000000,19.500000000000,13.500000000000,0.000000000000,79,8,13,,,83,,4,,13,79,,6,,15,60,,21,,19,,11,,89,14,86,73,8,19,78,7,15,87,5,8,7,22,71,,,73,10,17,77,6,17,82,4,14,89,3,8,64,8,28,,,5,68,,27,,46,31,23,,8,92,-16,27,42.9,12,,17.7,20.3,5,16.5,0.8723,Average Performers
180018,ST CLAIRE REGIONAL MEDICAL CENTER,222 MEDICAL CIRCLE,MOREHEAD,KY,40351,ROWAN,(606) 783-6500,Acute Care Hospitals,Government - Federal,Yes,Y,2,,8,7,0,7,0,,8,5,1,4,0,,11,8,0,6,2,,15,15,,10,8,,0.92,39.000000000000,2.500000000000,8.000000000000,16.000000000000,12.500000000000,72,8,20,,,83,,3,,14,81,,5,,14,65,,18,,17,,13,,87,14,86,76,6,18,81,6,13,87,3,10,7,24,69,,,75,10,15,80,5,15,81,3,16,90,2,8,54,14,32,,,5,68,,27,,55,26,19,,12,88,,-8.2,20.9,13.7,,18.5,20,,17.8,1.1228,Average Performers
180019,MEADOWVIEW REGIONAL MEDICAL CENTER,989 MEDICAL PARK DRIVE,MAYSVILLE,KY,41056,MASON,(606) 759-5311,Acute Care Hospitals,Proprietary,Yes,Y,4,,8,4,0,4,0,,8,2,1,1,0,,11,7,2,5,0,,15,15,,10,8,,1.10,32.666666666667,9.166666666667,15.000000000000,8.500000000000,0.000000000000,71,13,16,,,80,,4,,16,80,,4,,16,62,,22,,16,,8,,92,7,93,77,4,19,79,4,17,85,5,10,10,27,63,,,72,10,18,77,8,15,76,2,22,88,1,11,61,7,32,,,9,55,,36,,51,34,15,,9,91,-38.1,-45.5,-7.5,13,,18.5,19.1,,14.9,0.4839,Cost Efficient / Lower Quality
180020,MIDDLESBORO ARH HOSPITAL,3600 WEST CUMBERLAND AVENUE,MIDDLESBORO,KY,40965,BELL,(606) 242-1101,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1,,8,4,0,3,1,,8,2,0,2,0,,11,5,0,4,1,,15,5,,10,7,,1.09,21.666666666667,0.000000000000,21.666666666667,,0.000000000000,66,12,22,,,85,,4,,11,80,,9,,11,61,,22,,17,,20,,80,27,73,81,6,13,79,11,10,81,10,9,16,15,69,,,81,4,15,82,3,15,83,7,10,89,2,9,59,5,36,,,12,56,,32,,41,40,19,,13,87,,5.1,100.3,,,19.2,19.7,,16.8,-1.0975,Low Value
180024,SPRING VIEW HOSPITAL,320 LORETTO ROAD,LEBANON,KY,40033,MARION,(270) 692-3161,Acute Care Hospitals,Proprietary,Yes,Y,5,,8,4,0,4,0,,8,3,0,3,0,,11,7,1,6,0,,15,15,,10,9,,0.83,68.875000000000,1.875000000000,25.000000000000,19.500000000000,22.500000000000,69,10,21,,,85,,3,,12,88,,3,,9,68,,14,,18,,11,,89,13,87,82,4,14,88,2,10,92,1,7,5,21,74,,,75,9,16,84,3,13,83,5,12,90,1,9,66,7,27,,,4,64,,32,,60,20,20,,8,92,,-11,-41.2,,,17.2,19.3,4.6,14.4,1.9804,High Value
180025,CHI SAINT JOSEPH FLAGET MEMORIAL HOSPITAL,4305 NEW SHEPHERDSVILLE ROAD,BARDSTOWN,KY,40004,NELSON,(502) 350-5000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,3,0,3,0,,8,2,0,2,0,,11,7,0,6,1,,15,15,,10,9,,0.87,50.500000000000,1.250000000000,17.500000000000,11.750000000000,20.000000000000,61,14,25,,,82,,2,,16,84,,3,,13,63,,17,,20,,16,,84,19,81,81,4,15,82,3,15,89,2,9,7,23,70,,,79,6,15,77,3,20,80,1,19,89,1,10,58,7,35,,,5,61,,34,,47,27,26,,13,87,,24.2,-9.8,,,,20.1,,15.8,1.7552,High Value
180027,MURRAY-CALLOWAY COUNTY HOSPITAL,803 POPLAR STREET,MURRAY,KY,42071,CALLOWAY,(270) 762-1100,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,,8,6,0,6,0,,8,5,0,5,0,,11,10,0,8,2,,15,15,,10,8,,1.02,28.375000000000,1.000000000000,13.125000000000,14.250000000000,0.000000000000,76,6,18,,,83,,3,,14,81,,5,,14,59,,19,,22,,14,,86,15,85,75,5,20,81,5,14,88,3,9,5,18,77,,,72,9,19,76,3,21,82,3,15,91,2,7,58,5,37,,,4,74,,22,,46,29,25,,13,87,1.2,81.3,16.7,12.8,,17.2,21.7,4.9,16.3,-0.1363,Low Value
180029,HAZARD ARH REGIONAL MEDICAL CENTER,100 MEDICAL CENTER DRIVE,HAZARD,KY,41701,PERRY,(606) 439-1331,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,8,7,0,7,0,,8,6,1,5,0,,11,9,0,6,3,,15,15,,10,8,,1.06,27.458333333333,6.875000000000,10.833333333333,9.750000000000,0.000000000000,62,16,22,,,78,,7,,15,79,,4,,17,64,,22,,14,,17,,83,16,84,73,5,22,77,5,18,85,3,12,14,27,59,,,79,7,14,76,6,18,74,7,19,84,6,10,55,13,32,,,7,55,,38,,49,37,14,,18,82,29.2,75.6,48.7,14.8,,19.2,19.7,,17.2,-0.2938,Low Value
180035,ST ELIZABETH EDGEWOOD,1 MEDICAL VILLAGE DRIVE,EDGEWOOD,KY,41017,KENTON,(859) 301-2000,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,5,,8,8,2,6,0,,8,8,2,6,0,,11,11,2,7,2,,15,15,,10,10,,1.04,34.416666666667,15.000000000000,5.416666666667,14.000000000000,0.000000000000,76,8,16,,,80,,4,,16,80,,5,,15,63,,18,,19,,11,,89,10,90,74,6,20,79,5,16,86,3,11,6,18,76,,,76,8,16,76,5,19,78,4,18,87,2,11,63,7,30,,,4,74,,22,,49,29,22,,12,88,19.6,3.5,11.8,15.5,9.8,19.6,19,4.4,17,0.7083,Average Performers
180038,OWENSBORO HEALTH REGIONAL HOSPITAL,1201 PLEASANT VALLEY ROAD,OWENSBORO,KY,42303,DAVIESS,(270) 417-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,8,8,0,8,0,,8,7,1,6,0,,11,10,1,9,0,,15,15,,10,10,,0.97,15.500000000000,0.000000000000,8.750000000000,4.250000000000,2.500000000000,61,21,18,,,80,,2,,18,75,,6,,19,59,,22,,19,,15,,85,14,86,69,9,22,73,7,20,83,2,15,6,19,75,,,70,13,17,75,4,21,76,2,22,88,1,11,63,7,30,,,5,68,,27,,47,30,23,,16,84,-13.3,-8,3.5,12.8,9.6,19.6,18.3,,17.3,-1.7797,Emerging Performers
18003F,Blanchfield ACH (FT Campbell),650 Joel Dr,Fort Campbell,KY,42223,CHRISTIAN,(270) 798-8400,Acute Care - Department of Defense,Department of Defense,Yes,,,22,,,,,,22,,,,,,22,,,,,,22,,,22,,,22,,,,,,,74,4,22,,,80,,2,,18,82,,4,,14,70,,15,,15,,9,,91,12,88,78,4,18,79,5,16,87,3,10,4,19,77,,,78,8,14,80,3,17,78,3,19,84,2,14,72,6,22,,,3,74,,23,,59,24,17,,9,91,,,,,,,,,,,Average Performers
180040,UOFL HEALTH - JEWISH HOSPITAL and Mary & Elizabeth Hospital,200 ABRAHAM FLEXNER WAY,LOUISVILLE,KY,40202,JEFFERSON,(502) 587-4011,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2,,8,8,0,7,1,,8,7,2,4,1,,11,9,0,6,3,,15,15,,10,10,,1.01,17.666666666667,7.083333333333,5.833333333333,4.750000000000,0.000000000000,67,13,20,,,72,,8,,20,72,,9,,19,50,,28,,22,,17,,83,20,80,66,11,23,70,9,21,80,6,14,12,24,64,,,64,17,19,68,9,23,68,9,23,80,5,15,56,10,34,,,9,65,,26,,37,38,25,,15,85,38.5,36.3,24.2,14,9.8,17.9,21.9,4.1,15.9,-1.6067,Emerging Performers
180043,AdventHealthManchester,210 MARIE LANGDON DRIVE,MANCHESTER,KY,40962,CLAY,(606) 598-5104,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3,,8,3,0,3,0,,8,2,0,2,0,,11,5,0,4,1,,15,15,,10,7,,0.97,30.750000000000,1.250000000000,6.250000000000,20.750000000000,2.500000000000,79,9,12,,,85,,2,,13,84,,4,,12,74,,15,,11,,11,,89,12,88,83,4,13,84,3,13,87,3,10,6,17,77,,,85,4,11,78,4,18,87,2,11,90,1,9,69,7,24,,,4,75,,21,,64,25,11,,11,89,,83.3,2.3,,,,20.9,,15.7,0.1909,Low Value
180044,PIKEVILLE MEDICAL CENTER,911 BYPASS ROAD,PIKEVILLE,KY,41501,PIKE,(606) 437-3500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1,,8,8,0,7,1,,8,6,1,4,1,,11,10,0,7,3,,15,15,,10,10,,0.95,23.333333333333,1.500000000000,7.083333333333,7.250000000000,7.500000000000,65,11,24,,,74,,7,,19,77,,7,,16,58,,25,,17,,19,,81,21,79,71,9,20,75,9,16,83,5,12,12,22,66,,,71,12,17,69,8,23,71,7,22,82,5,13,52,17,31,,,7,66,,27,,44,37,19,,17,83,33.2,25.6,34.1,14.3,11.5,19.1,20.2,,17.4,-0.8592,Low Value
180045,ST ELIZABETH FLORENCE,4900 HOUSTON ROAD,FLORENCE,KY,41042,BOONE,(859) 212-5220,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,,8,7,0,7,0,,8,6,1,5,0,,11,6,1,4,1,,15,15,,10,9,,1.03,21.958333333333,1.875000000000,5.833333333333,11.750000000000,2.500000000000,75,8,17,,,78,,5,,17,77,,6,,17,60,,20,,20,,11,,89,12,88,71,7,22,77,6,17,84,4,12,8,19,73,,,73,9,18,75,6,19,76,5,19,85,3,12,64,7,29,,,6,69,,25,,48,30,22,,11,89,,-22.8,47.6,,,18.6,19.3,,17,-1.06,Emerging Performers
180046,BOURBON COMMUNITY HOSPITAL,9 LINVILLE DRIVE,PARIS,KY,40361,BOURBON,(859) 987-3600,Acute Care Hospitals,Proprietary,Yes,,2,,8,3,0,3,0,,8,,,,,5,11,4,0,4,0,,15,5,,10,7,,1.22,,,,,,80,2,18,,,88,,4,,8,87,,3,,10,65,,12,,23,,17,,83,23,77,82,3,15,88,3,9,91,2,7,6,20,74,,,75,4,21,85,5,10,87,5,8,93,3,4,64,11,25,,,5,73,,22,,54,20,26,,11,89,,-28.3,4.3,,,,19.3,,15.5,,Cost Efficient / Lower Quality
180048,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,217 SOUTH THIRD STREET,DANVILLE,KY,40422,BOYLE,(859) 239-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,7,0,7,0,,8,6,0,6,0,,11,9,1,7,1,,15,15,,10,9,,1.07,19.708333333333,0.625000000000,9.583333333333,9.500000000000,0.000000000000,71,9,20,,,80,,4,,16,79,,4,,17,60,,20,,20,,16,,84,20,80,72,6,22,78,5,17,85,2,13,7,25,68,,,75,10,15,76,5,19,78,4,18,87,2,11,59,10,31,,,4,64,,32,,45,31,24,,12,88,20.4,-18.9,7.4,14.6,,17.2,18.4,,16.4,-1.3847,Emerging Performers
180049,BAPTIST HEALTH RICHMOND,801 EASTERN BYPASS,RICHMOND,KY,40475,MADISON,(859) 625-3114,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4,,8,6,0,6,0,,8,3,1,2,0,,11,8,1,7,0,,15,15,,10,7,,1.02,38.166666666667,1.250000000000,19.166666666667,17.750000000000,0.000000000000,72,8,20,,,85,,2,,13,85,,2,,13,66,,17,,17,,10,,90,10,90,80,2,18,85,2,13,91,1,8,4,20,76,,,79,7,14,80,3,17,82,3,15,93,1,6,60,7,33,,,1,78,,21,,54,27,19,,9,91,,-22.9,-12.3,13.5,,19.1,18.2,,14.9,1.0404,Average Performers
180050,HARLAN ARH HOSPITAL,81 BALL PARK ROAD,HARLAN,KY,40831,HARLAN,(606) 573-8100,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,2,,8,4,0,4,0,,8,2,0,2,0,,11,8,0,7,1,,15,15,,10,7,,0.95,27.083333333333,0.833333333333,10.000000000000,3.750000000000,12.500000000000,67,9,24,,,78,,6,,16,77,,10,,13,58,,24,,18,,26,,74,32,68,72,11,17,76,11,13,82,9,9,15,24,61,,,66,14,20,75,8,17,74,6,20,85,3,12,63,8,29,,,10,59,,31,,51,34,15,,19,81,,25.1,24.4,,,19,21,,17.4,-0.3378,Low Value
180051,JENNIE STUART MEDICAL CENTER,320 WEST 18TH STREET,HOPKINSVILLE,KY,42241,CHRISTIAN,(270) 887-0100,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1,,8,5,0,3,2,,8,5,0,5,0,,11,8,0,8,0,,15,15,,10,8,,1.05,11.250000000000,0.000000000000,2.000000000000,9.250000000000,0.000000000000,73,8,19,,,77,,5,,18,79,,6,,15,61,,20,,19,,15,,85,16,84,74,7,19,78,5,17,84,4,12,11,25,64,,,75,10,15,71,8,21,74,4,22,85,4,11,62,7,31,,,9,57,,34,,46,31,23,,13,87,,-19.6,4.6,,,16.8,19.4,,17,-1.9429,Emerging Performers
180056,DEACONESS HENDERSON HOSPITAL,1305 N ELM ST,HENDERSON,KY,42420,HENDERSON,(270) 827-7700,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,2,,8,5,0,5,0,,8,6,1,5,0,,11,8,0,7,1,,15,15,,10,8,,1.03,26.166666666667,3.333333333333,13.333333333333,7.000000000000,2.500000000000,69,10,21,,,78,,5,,17,76,,8,,16,58,,23,,19,,17,,83,18,82,69,10,21,76,9,15,83,6,11,10,25,65,,,70,12,18,72,7,21,78,5,17,86,3,11,65,6,29,,,9,61,,30,,46,35,19,,16,84,,27.3,-15,,,17.7,21.2,,15.5,-0.4725,Average Performers
180064,SAINT JOSEPH MOUNT STERLING,225 FALCON DRIVE,MOUNT STERLING,KY,40353,MONTGOMERY,(859) 497-5018,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,8,3,0,3,0,,8,2,0,2,0,,11,5,0,4,1,,15,15,,10,8,,1.02,47.250000000000,7.500000000000,15.000000000000,19.750000000000,5.000000000000,84,1,15,,,89,,1,,10,83,,4,,13,66,,16,,18,,10,,90,14,86,77,5,18,85,5,10,88,2,10,3,23,74,,,80,6,14,85,1,14,87,1,12,94,1,5,62,4,34,,,2,73,,25,,53,26,21,,6,94,,-14.4,33.1,,,,19.8,,15.9,1.6344,High Value
180066,The Medical Center at Russellville,1625 NASHVILLE STREET,RUSSELLVILLE,KY,42276,LOGAN,(270) 726-4011,Acute Care Hospitals,Proprietary,Yes,,2,,8,3,0,3,0,,8,2,0,2,0,,11,4,0,2,2,,15,15,,10,7,,0.92,33.000000000000,0.000000000000,,23.000000000000,10.000000000000,70,6,24,,,81,,2,,17,80,,3,,17,61,,24,,15,,13,,87,15,85,70,6,24,80,3,17,90,1,9,10,14,76,,,76,12,12,75,3,22,77,3,20,92,1,7,70,3,27,,,6,67,,27,,46,36,18,,12,88,,40.5,23.7,,,,20.3,,15.5,0.5198,Low Value
180067,UNIVERSITY OF KENTUCKY HOSPITAL,800 ROSE STREET,LEXINGTON,KY,40536,FAYETTE,(859) 257-2278,Acute Care Hospitals,Government - State,Yes,Y,4,,8,8,2,6,0,,8,7,2,5,0,,11,10,2,8,0,,15,15,,10,8,,1.02,27.833333333333,10.000000000000,4.583333333333,13.250000000000,0.000000000000,68,11,21,,,81,,4,,15,80,,5,,15,62,,19,,19,,13,,87,14,86,74,6,20,79,5,16,87,3,10,8,18,74,,,75,8,17,77,5,18,78,4,18,87,3,10,59,10,31,,,5,76,,19,,49,29,22,,11,89,-11.4,-31.2,-18.6,11.9,8.9,17.4,17.8,,14.9,-0.2211,Cost Efficient / Lower Quality
180069,TUG VALLEY ARH REGIONAL MEDICAL CENTER,260 HOSPITAL DRIVE,SOUTH WILLIAMSON,KY,41503,PIKE,(606) 237-1700,Acute Care Hospitals,Proprietary,Yes,,2,,8,4,0,4,0,,8,2,0,2,0,,11,5,0,3,2,,15,15,,10,7,,0.81,52.000000000000,5.000000000000,13.750000000000,8.250000000000,25.000000000000,76,7,17,,,76,,7,,17,83,,8,,9,60,,21,,19,,25,,75,23,77,83,11,6,83,7,10,83,7,10,17,22,61,,,76,10,14,74,10,16,71,8,21,82,5,13,53,10,37,,,14,54,,32,,45,32,23,,26,74,,42.7,57.1,,,19.1,20.5,,19,1.8001,High Value
18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,JEFFERSON,(502) 287-4000,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,5,,8,4,2,2,0,,8,4,0,4,0,,11,6,1,4,1,,15,10,,10,3,,,,,,,,67,11,22,,,79,,4,,17,78,,5,,17,65,,19,,16,,11,,89,11,89,73,6,21,78,5,17,85,4,11,7,19,74,,,78,8,14,74,5,21,78,4,18,86,3,11,51,13,36,,,6,76,,18,,50,31,19,,12,88,34.2,-17.2,8.5,13.8,,18,18.6,4.7,15.4,,Average Performers
180070,OWENSBORO HEALTH TWIN LAKES MEDICAL CENTER,910 WALLACE AVENUE,LEITCHFIELD,KY,42754,GRAYSON,(270) 259-9400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,,8,4,0,4,0,,8,2,0,2,0,,11,6,0,6,0,,15,15,,10,7,,1.05,27.583333333333,3.333333333333,11.250000000000,13.000000000000,0.000000000000,81,3,16,,,79,,3,,18,79,,3,,18,55,,21,,24,,13,,87,13,87,73,6,21,77,5,18,87,1,12,5,19,76,,,66,14,20,74,5,21,77,3,20,88,1,11,64,7,29,,,3,71,,26,,45,27,28,,14,86,,16.5,-16.9,,,18.3,20.6,,14.8,-0.2595,Average Performers
180078,PAINTSVILLE ARH HOSPITAL,625 JAMES S TRIMBLE BOULEVARD,PAINTSVILLE,KY,41240,JOHNSON,(606) 789-3511,Acute Care Hospitals,Proprietary,Yes,,2,,8,4,0,4,0,,8,2,0,2,0,,11,5,0,3,2,,15,15,,10,7,,0.96,41.500000000000,0.000000000000,20.000000000000,9.000000000000,12.500000000000,68,11,21,,,77,,4,,19,83,,5,,12,62,,21,,17,,14,,86,8,92,79,7,14,82,5,13,89,3,8,12,26,62,,,73,13,14,74,8,18,75,4,21,83,2,15,61,7,32,,,7,58,,35,,51,29,20,,19,81,,88,81.3,,,18.7,20.5,,18.2,1.2999,High Quality / Higher Cost
180079,HARRISON MEMORIAL HOSPITAL,1210 KY HWY 36 E,CYNTHIANA,KY,41031,HARRISON,(859) 234-2300,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3,,8,5,0,4,1,,8,2,0,2,0,,11,6,1,4,1,,15,15,,10,9,,0.95,38.000000000000,2.500000000000,8.750000000000,21.750000000000,5.000000000000,85,3,12,,,90,,1,,9,87,,2,,11,74,,13,,13,,12,,88,14,86,83,4,13,86,3,11,93,1,6,2,14,84,,,82,5,13,87,2,11,90,1,9,93,0,7,71,4,25,,,2,82,,16,,65,21,14,,10,90,,-41.8,19.3,13.4,,18,18.3,,16.5,1.0167,Average Performers
